,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top,net_win,net_totfd,net_totyds,net_pyds,net_ryds,net_pen,net_penyds,net_trnovr,net_pt,net_ptyds,net_ptavg,net_top
338,reg,2018101406,NYJ,IND,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101406/2018101406_gtd.json,42,34,1,0,18,24,374,428,267,301,107,127,7,8,49,66,2,4,1,2,43,93,43,44,37.03333333333333,22.966666666666665,1,-6,-54,-34,-20,-1,-17,-2,-1,-50,-1,14.066666666666666
339,reg,2018101405,MIN,ARI,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101405/2018101405_gtd.json,27,17,1,0,20,16,411,268,216,208,195,60,9,5,52,30,2,2,5,6,225,288,42,44,34.36666666666667,25.63333333333333,1,4,143,8,135,4,22,0,-1,-63,-2,8.733333333333338
340,reg,2018101401,CIN,PIT,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101401/2018101401_gtd.json,21,28,0,1,19,26,275,481,213,369,62,112,6,9,30,69,0,0,6,4,270,172,41,42,25.066666666666666,34.93333333333333,-1,-7,-206,-156,-50,-3,-39,0,2,98,-1,-9.866666666666664
341,reg,2018101402,CLE,LAC,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101402/2018101402_gtd.json,14,38,0,1,18,24,317,449,214,203,103,246,6,10,53,72,2,1,6,5,242,208,34,31,28.38333333333333,31.61666666666667,-1,-6,-132,11,-143,-4,-19,1,1,34,3,-3.2333333333333414
342,reg,2018101403,HOU,BUF,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101403/2018101403_gtd.json,20,13,1,0,15,12,216,229,142,129,74,100,6,12,50,104,3,3,5,6,203,243,39,34,27.0,33.0,1,3,-13,13,-26,-6,-54,0,-1,-40,5,-6.0
343,reg,2018101404,MIA,CHI,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101404/2018101404_gtd.json,31,28,1,0,23,23,541,467,380,303,161,164,7,6,67,58,3,3,4,2,162,79,34,40,36.583333333333336,33.416666666666664,1,0,74,77,-3,1,9,0,2,83,-6,3.1666666666666714
344,reg,2018101409,DEN,LA,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101409/2018101409_gtd.json,20,23,0,1,23,24,357,444,297,174,60,270,6,10,61,81,1,1,4,3,169,120,35,40,24.83333333333333,35.166666666666664,-1,-1,-87,123,-210,-4,-20,0,1,49,-5,-10.333333333333336
345,reg,2018101411,TEN,BAL,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101411/2018101411_gtd.json,0,21,0,1,7,23,106,361,51,238,55,123,4,10,35,70,0,1,9,4,375,175,36,44,22.43333333333333,37.56666666666667,-1,-16,-255,-187,-68,-6,-35,-1,5,200,-8,-15.13333333333334
346,reg,2018101410,DAL,JAX,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101410/2018101410_gtd.json,40,7,1,0,23,10,378,204,172,139,206,65,3,4,25,30,0,2,3,6,123,248,42,37,38.833333333333336,21.166666666666668,1,13,174,33,141,-1,-5,-2,-3,-125,5,17.666666666666668
347,reg,2018101412,NE,KC,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101412/2018101412_gtd.json,43,40,1,0,31,18,500,446,327,352,173,94,0,5,0,58,1,2,0,1,0,51,0,51,36.15,23.85,1,13,54,-25,79,-5,-58,-1,-1,-51,-51,12.299999999999997
348,reg,2018101500,GB,SF,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101500/2018101500_gtd.json,33,30,1,0,26,18,521,401,405,227,116,174,6,2,54,10,0,3,4,3,155,126,34,40,31.13333333333333,28.86666666666667,1,8,120,178,-58,4,44,-3,1,29,-6,2.2666666666666586
349,reg,2018101800,ARI,DEN,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101800/2018101800_gtd.json,10,45,0,1,14,15,223,309,154,178,69,131,7,5,45,50,5,1,6,6,304,261,47,41,29.18333333333333,30.816666666666666,-1,-1,-86,-24,-62,2,-5,4,0,43,6,-1.6333333333333364
350,reg,2018102100,LAC,TEN,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102100/2018102100_gtd.json,20,19,1,0,14,23,344,390,297,226,47,164,4,4,31,32,0,1,3,2,115,103,38,45,24.61666666666667,35.38333333333333,1,-9,-46,71,-117,0,-1,-1,1,12,-7,-10.766666666666662
351,reg,2018102104,JAX,HOU,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102104/2018102104_gtd.json,7,20,0,1,15,15,259,272,189,131,70,141,2,6,15,35,3,0,6,6,274,277,39,39,30.41666666666667,29.58333333333333,-1,0,-13,58,-71,-4,-20,3,0,-3,0,0.8333333333333428
352,reg,2018102108,PHI,CAR,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102108/2018102108_gtd.json,17,21,0,1,21,19,342,371,284,250,58,121,4,5,35,78,1,0,3,5,135,209,41,35,35.28333333333333,24.716666666666665,-1,2,-29,34,-63,-1,-43,1,-2,-74,6,10.566666666666666
353,reg,2018102107,NYJ,MIN,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102107/2018102107_gtd.json,17,37,0,1,16,15,263,316,192,228,71,88,8,6,71,55,4,0,8,8,377,382,40,47,27.816666666666666,32.18333333333333,-1,1,-53,-36,-17,2,16,4,0,-5,-7,-4.366666666666664
354,reg,2018102102,CHI,NE,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102102/2018102102_gtd.json,31,38,0,1,29,21,453,381,319,273,134,108,5,7,40,64,2,3,5,4,173,171,28,34,30.15,29.85,-1,8,72,46,26,-2,-24,-1,1,2,-6,0.29999999999999716
355,reg,2018102103,IND,BUF,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102103/2018102103_gtd.json,37,5,1,0,22,15,376,303,156,168,220,135,4,7,35,59,0,5,4,4,188,185,47,46,33.31666666666667,26.68333333333333,1,7,73,-12,85,-3,-24,-5,0,3,1,6.63333333333334
356,reg,2018102109,TB,CLE,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102109/2018102109_gtd.json,26,23,1,0,34,17,456,305,342,186,114,119,8,14,65,114,4,1,4,9,187,465,30,45,37.71666666666667,30.45,1,17,151,156,-5,-6,-49,3,-5,-278,-15,7.266666666666669
357,reg,2018102106,MIA,DET,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102106/2018102106_gtd.json,21,32,0,1,19,24,322,457,215,209,107,248,4,6,50,43,0,0,4,1,182,61,42,42,26.35,33.65,-1,-5,-135,6,-141,-2,7,0,3,121,0,-7.299999999999997
358,reg,2018102101,BAL,NO,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102101/2018102101_gtd.json,23,24,0,1,25,26,351,339,274,205,77,134,5,6,54,52,0,1,3,2,137,88,42,40,26.48333333333333,33.516666666666666,-1,-1,12,69,-57,-1,2,-1,1,49,2,-7.033333333333335
359,reg,2018102110,WAS,DAL,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102110/2018102110_gtd.json,20,17,1,0,15,17,305,323,175,250,130,73,5,8,35,65,0,2,6,5,227,208,36,37,30.91666666666667,29.08333333333333,1,-2,-18,-75,57,-3,-30,-2,1,19,-1,1.8333333333333428
360,reg,2018102111,SF,LA,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102111/2018102111_gtd.json,10,39,0,1,16,20,228,339,121,193,107,146,2,1,10,10,4,0,5,4,160,122,21,29,27.15,32.85,-1,-4,-111,-72,-39,1,0,4,1,38,-8,-5.700000000000003
361,reg,2018102105,KC,CIN,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102105/2018102105_gtd.json,45,10,1,0,33,15,551,239,353,174,198,65,8,8,49,58,1,1,0,5,0,258,0,43,33.71666666666667,26.28333333333333,1,18,312,179,133,0,-9,0,-5,-258,-43,7.433333333333337
362,reg,2018102200,ATL,NYG,7,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102200/2018102200_gtd.json,23,20,1,0,22,21,423,433,356,372,67,61,5,4,29,58,1,0,3,4,133,163,35,41,32.28333333333333,27.716666666666665,1,1,-10,-16,6,1,-29,1,-1,-30,-6,4.566666666666666
363,reg,2018102500,HOU,MIA,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102500/2018102500_gtd.json,42,23,1,0,17,18,427,370,239,254,188,116,8,5,57,63,0,1,5,4,211,188,32,44,28.85,31.15,1,-1,57,-15,72,3,-6,-1,1,23,-12,-2.299999999999997
364,reg,2018102800,JAX,PHI,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102800/2018102800_gtd.json,18,24,0,1,16,22,335,395,265,262,70,133,5,4,45,36,1,2,2,3,96,155,48,41,27.36666666666667,32.63333333333333,-1,-6,-60,3,-63,1,9,-1,-1,-59,7,-5.266666666666662
365,reg,2018102805,KC,DEN,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102805/2018102805_gtd.json,30,23,1,0,20,22,340,411,291,222,49,189,7,10,50,83,1,2,5,4,196,175,33,40,27.316666666666666,32.68333333333333,1,-2,-71,69,-140,-3,-33,-1,1,21,-7,-5.366666666666664
366,reg,2018102807,PIT,CLE,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102807/2018102807_gtd.json,33,18,1,0,25,17,421,237,253,163,168,74,8,7,60,52,2,1,4,5,176,235,38,38,32.2,27.8,1,8,184,90,94,1,8,1,-1,-59,0,4.400000000000002
367,reg,2018102806,NYG,WAS,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102806/2018102806_gtd.json,13,20,0,1,18,20,303,360,266,178,37,182,11,8,102,90,2,1,5,5,220,246,44,46,26.36666666666667,33.63333333333333,-1,-2,-57,88,-145,3,12,1,0,-26,-2,-7.266666666666662
368,reg,2018102804,DET,SEA,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102804/2018102804_gtd.json,14,28,0,1,21,20,331,413,297,237,34,176,4,7,32,111,3,0,4,4,181,198,38,48,25.08333333333333,34.916666666666664,-1,1,-82,60,-142,-3,-79,3,0,-17,-10,-9.833333333333336
369,reg,2018102803,CIN,TB,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102803/2018102803_gtd.json,37,34,1,0,21,29,402,576,264,450,138,126,4,11,46,75,0,4,6,3,263,149,43,40,24.016666666666666,35.98333333333333,1,-8,-174,-186,12,-7,-29,-4,3,114,3,-11.966666666666661
370,reg,2018102802,CHI,NYJ,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102802/2018102802_gtd.json,24,10,1,0,22,12,395,207,216,150,179,57,2,8,25,45,0,0,5,8,225,337,35,38,32.73333333333333,27.266666666666666,1,10,188,66,122,-6,-20,0,-3,-112,-3,5.4666666666666615
371,reg,2018102801,CAR,BAL,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102801/2018102801_gtd.json,36,21,1,0,22,20,386,325,232,224,154,101,4,9,30,68,0,3,3,3,137,153,38,44,34.016666666666666,25.98333333333333,1,2,61,8,53,-5,-38,-3,0,-16,-6,8.033333333333335
372,reg,2018102808,OAK,IND,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102808/2018102808_gtd.json,28,42,0,1,19,28,347,461,244,239,103,222,10,10,79,77,1,0,2,1,80,46,35,47,23.5,36.5,-1,-9,-114,5,-119,0,2,1,1,34,-12,-13.0
373,reg,2018102809,ARI,SF,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102809/2018102809_gtd.json,18,15,1,0,20,16,321,267,233,160,88,107,9,5,62,59,2,0,5,7,229,285,39,41,27.68333333333333,32.31666666666667,1,4,54,73,-19,4,3,2,-2,-56,-2,-4.63333333333334
374,reg,2018102810,LA,GB,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102810/2018102810_gtd.json,29,27,1,0,23,16,416,359,281,253,135,106,2,2,15,10,0,1,7,5,316,214,43,38,34.166666666666664,25.83333333333333,1,7,57,28,29,0,5,-1,2,102,5,8.333333333333336
375,reg,2018102811,MIN,NO,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102811/2018102811_gtd.json,20,30,0,1,27,17,423,270,338,164,85,106,6,7,54,64,2,1,2,2,81,86,33,41,31.38333333333333,28.61666666666667,-1,10,153,174,-21,-1,-10,1,0,-5,-8,2.7666666666666586
376,reg,2018102900,BUF,NE,8,2018,POST,http://www.nfl.com/liveupdate/game-center/2018102900/2018102900_gtd.json,6,25,0,1,16,22,333,387,287,311,46,76,6,5,51,33,2,0,5,4,198,148,32,29,28.16666666666667,31.83333333333333,-1,-6,-54,-24,-30,1,18,2,1,50,3,-3.666666666666657
377,reg,2018110100,SF,OAK,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110100/2018110100_gtd.json,34,3,1,0,18,14,405,242,262,140,143,102,3,6,23,40,0,0,3,6,164,225,48,37,28.566666666666666,31.43333333333333,1,4,163,122,41,-3,-17,0,-3,-61,11,-2.8666666666666636
378,reg,2018110401,BUF,CHI,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110401/2018110401_gtd.json,9,41,0,1,22,11,264,190,166,126,98,64,10,14,163,129,4,1,5,5,188,200,28,37,34.05,25.95,-1,11,74,40,34,-4,34,3,0,-12,-9,8.099999999999998
379,reg,2018110402,CAR,TB,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110402/2018110402_gtd.json,42,28,1,0,22,23,407,301,228,219,179,82,9,8,84,49,0,2,4,5,200,231,46,44,31.0,29.0,1,-1,106,9,97,1,35,-2,-1,-31,2,2.0
380,reg,2018110403,CLE,KC,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110403/2018110403_gtd.json,21,37,0,1,26,27,388,499,286,360,102,139,4,11,20,86,1,1,2,2,39,63,13,31,30.85,29.15,-1,-1,-111,-74,-37,-7,-66,0,0,-24,-18,1.7000000000000028
381,reg,2018110404,MIA,NYJ,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110404/2018110404_gtd.json,13,6,1,0,7,15,168,282,104,202,64,80,5,5,55,45,0,4,9,6,402,277,43,40,28.43333333333333,31.566666666666666,1,-8,-114,-98,-16,0,10,-4,3,125,3,-3.1333333333333364
382,reg,2018110400,BAL,PIT,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110400/2018110400_gtd.json,16,23,0,1,18,27,265,395,204,282,61,113,5,8,25,103,0,0,4,4,189,150,38,31,23.516666666666666,36.48333333333333,-1,-9,-130,-78,-52,-3,-78,0,0,39,7,-12.966666666666661
383,reg,2018110405,MIN,DET,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110405/2018110405_gtd.json,24,9,1,0,17,18,283,209,155,143,128,66,3,8,15,66,2,1,4,5,163,222,41,40,23.25,36.75,1,-1,74,12,62,-5,-51,1,-1,-59,1,-13.5
384,reg,2018110406,WAS,ATL,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110406/2018110406_gtd.json,14,38,0,1,20,25,366,491,287,337,79,154,10,7,147,50,1,1,5,2,245,103,48,52,27.066666666666666,32.93333333333333,-1,-5,-125,-50,-75,3,97,0,3,142,-4,-5.866666666666664
385,reg,2018110407,DEN,HOU,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110407/2018110407_gtd.json,17,19,0,1,19,17,348,290,273,192,75,98,8,7,50,60,1,0,5,6,236,307,44,48,27.58333333333333,32.416666666666664,-1,2,58,81,-23,1,-10,1,-1,-71,-4,-4.833333333333336
386,reg,2018110408,SEA,LAC,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110408/2018110408_gtd.json,17,25,0,1,25,18,356,375,202,215,154,160,10,12,83,105,1,0,6,6,317,258,50,42,35.68333333333333,24.316666666666666,-1,7,-19,-13,-6,-2,-22,1,0,59,8,11.366666666666664
387,reg,2018110409,NO,LA,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110409/2018110409_gtd.json,45,35,1,0,31,23,487,483,346,391,141,92,2,4,20,32,1,1,2,1,67,47,34,47,33.68333333333333,26.316666666666666,1,8,4,-45,49,-2,-12,0,1,20,-13,7.366666666666664
388,reg,2018110410,NE,GB,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110410/2018110410_gtd.json,31,17,1,0,28,22,433,367,310,250,123,117,5,7,30,63,0,1,3,5,149,210,50,42,27.43333333333333,32.56666666666667,1,6,66,60,6,-2,-33,-1,-2,-61,8,-5.13333333333334
389,reg,2018110500,DAL,TEN,9,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110500/2018110500_gtd.json,14,28,0,1,18,24,297,340,225,215,72,125,6,3,52,20,2,2,3,1,134,45,41,38,25.566666666666666,34.43333333333333,-1,-6,-43,10,-53,3,32,0,2,89,3,-8.866666666666664
390,reg,2018110800,PIT,CAR,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018110800/2018110800_gtd.json,52,21,1,0,25,18,457,242,319,147,138,95,1,5,24,42,0,2,2,5,80,205,40,39,30.58333333333333,29.41666666666667,1,7,215,172,43,-4,-18,-2,-3,-125,1,1.1666666666666572
391,reg,2018111101,CIN,NO,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111101/2018111101_gtd.json,14,51,0,1,13,33,284,509,174,265,110,244,4,1,26,5,2,0,4,0,157,0,39,0,20.233333333333334,39.766666666666666,-1,-20,-225,-91,-134,3,21,2,4,157,39,-19.53333333333333
392,reg,2018111102,CLE,ATL,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111102/2018111102_gtd.json,28,16,1,0,19,25,427,382,216,311,211,71,7,1,38,5,1,2,4,3,187,118,46,37,28.61666666666667,31.38333333333333,1,-6,45,-95,140,6,33,-1,1,69,9,-2.7666666666666586
393,reg,2018111100,CHI,DET,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111100/2018111100_gtd.json,34,22,1,0,20,24,402,305,348,229,54,76,6,6,46,41,0,3,3,4,144,156,38,35,28.0,32.0,1,-4,97,119,-22,0,5,-3,-1,-12,3,-4.0
394,reg,2018111105,KC,ARI,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111105/2018111105_gtd.json,26,14,1,0,20,21,330,260,212,166,118,94,8,3,63,30,0,2,5,5,233,247,41,45,28.216666666666665,31.78333333333333,1,-1,70,46,24,5,33,-2,0,-14,-4,-3.5666666666666664
395,reg,2018111108,TEN,NE,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111108/2018111108_gtd.json,34,10,1,0,23,16,385,284,235,244,150,40,4,4,35,31,0,0,5,6,241,298,42,39,32.95,27.05,1,7,101,-9,110,0,4,0,-1,-57,3,5.900000000000002
396,reg,2018111107,TB,WAS,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111107/2018111107_gtd.json,3,16,0,1,29,15,501,286,398,170,103,116,5,8,50,52,4,0,1,5,44,247,24,48,31.2,28.8,-1,14,215,228,-13,-3,-2,4,-4,-203,-24,2.3999999999999986
397,reg,2018111106,NYJ,BUF,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111106/2018111106_gtd.json,10,41,0,1,12,23,199,451,116,239,83,212,1,4,10,30,2,0,7,4,312,174,36,35,20.633333333333333,39.36666666666667,-1,-11,-252,-123,-129,-3,-20,2,3,138,1,-18.733333333333334
398,reg,2018111104,IND,JAX,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111104/2018111104_gtd.json,29,26,1,0,17,24,366,415,285,324,81,91,7,8,45,61,1,1,3,3,138,138,46,44,24.83333333333333,35.166666666666664,1,-7,-49,-39,-10,-1,-16,0,0,0,2,-10.333333333333336
399,reg,2018111109,OAK,LAC,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111109/2018111109_gtd.json,6,20,0,1,16,16,317,335,203,222,114,113,6,6,55,70,1,1,3,4,162,171,49,41,31.16666666666667,28.83333333333333,-1,0,-18,-19,1,0,-15,0,-1,-9,8,2.333333333333343
400,reg,2018111110,LA,SEA,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111110/2018111110_gtd.json,36,31,1,0,25,29,456,414,307,141,149,273,10,7,102,56,0,1,2,3,89,165,40,48,29.38333333333333,30.61666666666667,1,-4,42,166,-124,3,46,-1,-1,-76,-8,-1.2333333333333414
401,reg,2018111103,GB,MIA,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111103/2018111103_gtd.json,31,12,1,0,21,19,377,294,182,163,195,131,6,3,45,10,1,2,2,2,37,77,12,19,27.86666666666667,32.13333333333333,1,2,83,19,64,3,35,-1,0,-40,-7,-4.266666666666662
402,reg,2018111111,PHI,DAL,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111111/2018111111_gtd.json,20,27,0,1,23,23,421,410,350,239,71,171,0,5,0,37,1,0,2,4,88,163,44,38,26.63333333333333,33.36666666666667,-1,0,11,111,-100,-5,-37,1,-2,-75,6,-6.733333333333338
403,reg,2018111200,SF,NYG,10,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111200/2018111200_gtd.json,23,27,0,1,24,17,374,277,250,180,124,97,10,8,97,78,2,0,3,5,133,238,42,43,34.23333333333333,25.766666666666666,-1,7,97,70,27,2,19,2,-2,-105,-1,8.466666666666661
404,reg,2018111500,SEA,GB,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111500/2018111500_gtd.json,27,24,1,0,23,14,378,359,205,311,173,48,6,5,30,80,1,0,4,6,208,284,44,44,34.3,25.7,1,9,19,-106,125,1,-50,1,-2,-76,0,8.599999999999998
405,reg,2018111801,BAL,CIN,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111801/2018111801_gtd.json,24,21,1,0,23,15,403,255,136,207,267,48,5,7,31,58,1,0,4,6,157,251,28,40,38.15,21.85,1,8,148,-71,219,-2,-27,1,-2,-94,-12,16.299999999999997
406,reg,2018111800,ATL,DAL,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111800/2018111800_gtd.json,19,22,0,1,19,20,354,323,274,191,80,132,2,2,15,20,1,0,2,3,62,133,31,39,28.05,31.95,-1,-1,31,83,-52,0,-5,1,-1,-71,-8,-3.8999999999999986
407,reg,2018111805,NYG,TB,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111805/2018111805_gtd.json,38,35,1,0,19,31,359,510,196,359,163,151,8,4,60,40,0,4,4,1,166,44,34,39,27.88333333333333,32.11666666666667,1,-12,-151,-163,12,4,20,-4,3,122,-5,-4.233333333333338
408,reg,2018111810,JAX,PIT,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111810/2018111810_gtd.json,16,20,0,1,15,19,243,323,64,297,179,26,11,3,111,15,1,3,9,6,415,306,38,42,37.66666666666666,22.33333333333333,-1,-4,-80,-233,153,8,96,-2,3,109,-4,15.333333333333329
409,reg,2018111806,WAS,HOU,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111806/2018111806_gtd.json,21,23,0,1,23,19,278,320,154,181,124,139,6,7,43,40,2,3,5,1,202,30,37,30,30.95,29.05,-1,4,-42,-27,-15,-1,3,-1,4,172,7,1.8999999999999986
410,reg,2018111804,IND,TEN,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111804/2018111804_gtd.json,38,10,1,0,26,16,397,263,295,176,102,87,7,8,60,112,0,2,3,6,142,296,47,39,31.266666666666666,28.73333333333333,1,10,134,119,15,-1,-52,-2,-3,-154,8,2.533333333333335
411,reg,2018111803,DET,CAR,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111803/2018111803_gtd.json,20,19,1,0,20,20,309,387,215,331,94,56,1,2,5,15,0,1,6,5,281,222,44,42,31.66666666666667,28.33333333333333,1,0,-78,-116,38,-1,-10,-1,1,59,2,3.333333333333343
412,reg,2018111808,LAC,DEN,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111808/2018111808_gtd.json,22,23,0,1,26,16,479,325,384,217,95,108,14,7,120,43,2,0,2,5,78,224,39,40,37.81666666666667,22.18333333333333,-1,10,154,167,-13,7,77,2,-3,-146,-1,15.63333333333334
413,reg,2018111807,ARI,OAK,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111807/2018111807_gtd.json,21,23,0,1,13,19,282,325,128,173,154,152,7,4,62,20,2,0,8,8,418,361,46,35,23.98333333333333,36.016666666666666,-1,-6,-43,-45,2,3,42,2,0,57,11,-12.033333333333335
414,reg,2018111809,NO,PHI,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111809/2018111809_gtd.json,48,7,1,0,28,13,546,196,373,138,173,58,8,6,69,49,0,3,2,4,99,159,51,37,37.56666666666667,22.43333333333333,1,15,350,235,115,2,20,-3,-2,-60,14,15.13333333333334
415,reg,2018111802,CHI,MIN,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111802/2018111802_gtd.json,25,20,1,0,24,19,308,268,160,246,148,22,5,4,46,50,3,3,2,4,71,178,31,42,34.48333333333333,25.516666666666666,1,5,40,-86,126,1,-4,0,-2,-107,-11,8.966666666666661
416,reg,2018111900,LA,KC,11,2018,POST,http://www.nfl.com/liveupdate/game-center/2018111900/2018111900_gtd.json,54,51,1,0,29,27,455,546,379,448,76,98,8,13,60,135,2,5,4,3,222,142,50,48,30.38333333333333,29.61666666666667,1,2,-91,-69,-22,-5,-75,-3,1,80,2,0.7666666666666586
417,reg,2018112200,DET,CHI,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112200/2018112200_gtd.json,16,23,0,1,17,19,333,264,222,226,111,38,5,3,54,20,2,1,5,5,227,235,36,38,32.766666666666666,27.23333333333333,-1,-2,69,-4,73,2,34,1,0,-8,-2,5.533333333333335
418,reg,2018112201,DAL,WAS,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112201/2018112201_gtd.json,31,23,1,0,20,18,404,331,258,251,146,80,4,4,30,25,0,3,6,5,287,228,41,46,33.38333333333333,26.61666666666667,1,2,73,7,66,0,5,-3,1,59,-5,6.766666666666662
419,reg,2018112202,NO,ATL,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112202/2018112202_gtd.json,31,17,1,0,19,21,312,366,162,340,150,26,3,2,19,26,1,4,3,2,144,96,41,45,29.016666666666666,30.98333333333333,1,-2,-54,-178,124,1,-7,-3,1,48,-4,-1.966666666666665
420,reg,2018112503,CIN,CLE,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112503/2018112503_gtd.json,20,35,0,1,25,24,372,342,243,258,129,84,13,7,96,61,2,0,2,4,99,188,47,33,27.93333333333333,32.06666666666667,-1,1,30,-15,45,6,35,2,-2,-89,14,-4.13333333333334
421,reg,2018112507,TB,SF,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112507/2018112507_gtd.json,27,9,1,0,25,23,412,342,304,194,108,148,9,8,70,68,0,2,5,6,230,260,45,42,34.15,25.85,1,2,70,110,-40,1,2,-2,-1,-30,3,8.299999999999997
422,reg,2018112501,BUF,JAX,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112501/2018112501_gtd.json,24,21,1,0,18,25,327,333,160,107,167,226,13,10,80,90,0,2,7,6,314,287,37,46,27.3,32.7,1,-7,-6,53,-59,3,-10,-2,1,27,-9,-5.400000000000002
423,reg,2018112500,BAL,OAK,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112500/2018112500_gtd.json,34,17,1,0,23,13,416,249,174,182,242,67,6,4,45,24,2,1,2,6,94,268,49,32,34.2,25.8,1,10,167,-8,175,2,21,1,-4,-174,17,8.400000000000002
